"","cantantes","titulo","letra","genero","idioma","ano","posicion","semanas"
"11","DAVID GUETTA / AKON","SEXY BITCH","[Verse: Akon]
Yes, I can see her
'Cause every girl in here wanna be her
Oh, she's a diva
I feel the same, and I wanna meet her
They say she low-down
It's just a rumor, and I don't believe 'em
They say she needs to slow down
The baddest thing around town

[Pre-Chorus: Akon]
She's nothing like a girl you've ever seen before
Nothing you can compare to your neighborhood ho
I'm tryna find the words to describe this girl
Without being disrespectful
The way that booty movin', I can't take no more
Had to stop what I'm doin' so I can pull her close
I'm tryna find the words to describe this girl
Without being disrespectful (Damn, girl)

[Chorus: David Guetta & Akon]
Damn, you's a sexy bitch, a sexy bitch
Damn, you's a sexy bitch (Damn, girl)
Damn, you's a sexy bitch, a sexy bitch
Damn, you's a sexy bitch (Damn, girl)
[Verse: Akon]
Yes, I can see her
'Cause every girl here in wanna be her
Oh, she's a diva
I feel the same, and I wanna meet her
They say she low-down
It's just a rumor, and I don't believe 'em
They say she needs to slow down
The baddest thing around town

[Pre-Chorus: Akon]
She's nothing like a girl you've ever seen before
Nothing you can compare to your neighborhood ho
I'm tryna find the words to describe this girl
Without being disrespectful
The way that booty movin', I can't take no more
Had to stop what I'm doin' so I can pull her close
I'm tryna find the words to describe this girl
Without being disrespectful (Damn, girl!)

[Chorus: David Guetta & Akon]
Damn, you's a sexy bitch, a sexy bitch
Damn, you's a sexy bitch (Damn, girl)
Damn, you's a sexy bitch, a sexy bitch
Damn, you's a sexy bitch (Damn, girl)
Damn, you's a sexy bitch, a sexy bitch
Damn, you's a sexy bitch (Damn, girl)
Damn, you's a sexy bitch, a sexy bitch
Damn, you's a sexy bitch, damn, you's a sexy bitch","pop","en",2010,12,63
"12","KE$HA","TIK TOK","[Verse 1]
Wake up in the morning feelin' like P. Diddy (Hey, what up, girl?)
Grab my glasses, I'm out the door, I'm gonna hit this city (Let's go)
Before I leave, brush my teeth with a bottle of Jack
'Cause when I leave for the night, I ain't coming back

[Pre-Chorus 1]
I'm talkin' pedicure on our toes, toes
Tryin' on all our clothes, clothes
Boys blowin' up our phones, phones
Drop-toppin', playin' our favorite CDs
Pullin' up to the parties
Tryna get a little bit tipsy

[Chorus]
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
'Til we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
'Til we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh
[Verse 2]
Ain't got a care in the world, but got plenty of beer
Ain't got no money in my pocket, but I'm already here
And now the dudes are linin' up 'cause they hear we got swagger
But we kick 'em to the curb unless they look like Mick Jagger

[Pre-Chorus 2]
I'm talkin' about errbody gettin' crunk, crunk
Boys try to touch my junk, junk
Gonna smack him if he gettin' too drunk, drunk
Now, now we go until they kick us out, out
Or the police shut us down, down
Police shut us down, down
Po-po shut us down

[Chorus]
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
'Til we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
'Til we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh
[Bridge]
(DJ) You build me up, you break me down
My heart, it pounds, yeah, you got me
With my hands up, you got me now
You got that sound, yeah, you got me
(DJ) You build me up, you break me down
My heart, it pounds, yeah, you got me
With my hands up, put your hands up
Put your hands up

[Break]
Now, the party don't start 'til I walk in

[Chorus]
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
'Til we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
'Til we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh","pop","en",2010,13,36
"13","PAULINA RUBIO","NI ROSAS NI JUGUETES","[Inicio]
(Estás aquí, on fire, one, one and one)
(Y vas a gozarlo)
(Con Paulina Rubio)
(Ni rosas ni juguetes)

[Verso 1]
Comprar un boleto hasta la luna cuesta
Para que me ganes no alcanza una apuesta
Más te vale que a mí no me quieras convencer
Con esa carita de galán de feria
Con esas promesas que parecen serias
No te hagas el sordo, escúchame

[Verso 2]
Este corazón ya vino y fue de vuelta
El que se hace el divo sale por la puerta
Ya no me dediques serenatas de balcón
Yo no pasaría una noche contigo
Que te quede claro si no has entendido
Le cambié la letra a tu canción
[Coro]
Te puedes ir, no me importa tu billete
No hay rosas ni juguetes que paguen por mi amor
Te puedes ir a la China en un cohete
Ve y búscate una tonta que te haga el favor

[Verso 3]
Ya no queda nadie, se acabó la fiesta
Deja de fumar que el humo me molesta
Eres la manzana que no quiero ni morder
No me digas que pretendes ser mi amante
Yo no necesito ningún vigilante
Para ti yo soy mucha mujer

[Coro]
Te puedes ir, no me importa tu billete
No hay rosas ni juguetes que paguen por mi amor
Te puedes ir a la China en un cohete
Ve y búscate una tonta que te haga el favor

[Instrumental]

[Outro]
Te puedes ir, no me importa tu billete
No hay rosas ni juguetes que paguen por mi amor","pop","es",2010,15,40
"14","VARIOS","AY HAITI","[Letra de ""Ay Haiti!""]

[David Summers]
¿Hay alguien por ahí
Alguien que me pueda oír?
¿Queda algo por decir
Un milagro que nos convierta en ti?

[Najwa]
Tendrán muy pocos años
Desde hace mucho tiempo
Tendrán muy pocos años
Desde hace mucho tiempo

[Bebe]
Ahí tienes lo que queda, ahí tienes la tierra
Pa volvé a ará, pa limpiá, plantá, construí...
Ahí está vacía sin ná
Con tó dispuesto a volverse a llená

[Alejandro Sanz]
Hay amor, hay en ti, hay en mi voz, ay ay Haití
Hay amor, hay en ti, hay en mi voz, ay ay Haití
[Miguel Bosé & Shakira]
Hay amor (hay amor), hay en ti (hay en ti)
Y en mi voz (hay en mi voz), ay ay Haití

[Miguel Bosé & Zahara]
Hay amor (hay amor), hay en ti (hay en ti)
Y en mi voz (y en mi voz)...

[David Otero]
Oh, hay tierras que no tienen sueños
Hay tierras que tiemblan de miedo

[Juanes]
Hay tierras que tienen paz
Haití sólo quiere ser normal

[Aleks Syntek]
Aún hay tiempo de renacer
De cabalgar sobre el hambre y el hierro
Aún hay tiempo de dar amor
Borrar el miedo y la destrucción

[Todes]
Hay amor, hay en ti, y en mi voz, ay Haití
Hay amor, hay en ti, y en mi voz, ay Haití
[Marta Sánchez]
Ay Haití, ay Haití
Hay un suspiro en tu voz que despierta mi corazón

[Miguel Bosé]
Una vida se detiene a su espalda la desolación
Es un niño de mirada perdida
Que desde el polvo ilumina con su luz

[Leire (LOVG)]
Hay tierras que no tienen sueños
Hay tierras que tiemblan de miedo

[Estopa]
Deja que este llanto desentierre nuestra fe
Enterrada en la misma tierra que nos vio nacer

[Belinda & todes]
Hay amor, hay en ti, y en mi voz, ay Haití

[Todes]
Hay amor, hay en ti, y en mi voz, ay Haití

[Shakira]
Ay Haití... ay Haití...
Que no hay silencio en mi voz
Que soy ladrillo en tu construcción
[Macaco]
Y way ay ay ay Haití
Hoy contigo quiero estar junto a ti
Beredi-bombeando todos los corazones hoy aquí

[La Mala Rodríguez]
Ha nacío de las cenizas Barón Samedí
Yo vivo por mi gente, no deja de sentir
Devuélveme los hombres que se fueron a pelear por su suerte
Por su propia dignidad
¿Hasta cuándo la deuda por ser negro siendo rico?
No les basta el excedente pa llená el hocico
Escucha mi plegaria, Barón Samedí
Quiero resucitar pa volver a ver Haití

[Shakira & Enrique Iglesias]
Hay que volver a nacer, perderse otra vez
Volver a creer, empezar otra vez
Hay que volver a nacer, perderse otra vez...

[Bebe]
Aquí hay algo más que unos cuantos vivos metidos dentro de su cuerpo
Porque eso es lo que hay, no hay más que hacerlo
Eso es lo que hay, proceso de inversión
No queda más opción que volver a construir todo lo que se derrumbó

[Najwa & Carlos Jean]
Hay que volver a nacer, perderse otra vez
Volver a creer, empezar otra vez
Hay que volver a nacer, perderse otra vez
Volver a creer...

[Alejandro Sanz]
Hay amor, hay en ti, hay en mi voz, ay ay Haití...

[Shakira]
Hay amor, hay en ti y en mi voz

[José Mercé]
Hay amor, hay en ti con mi voz
Ay ay Haití

[Sandra Carrasco]
Escucha las campanas que redoblan

[Marta Sánchez]
Mmm... ay Haitíii... aaoohhh

[Todes]
AY, HAITÍ","pop","es",2010,16,18
"15","K'NAAN / DAVID BISBAL","WAVIN' FLAG","[Intro]
When I get older I will be stronger
They'll call me freedom, just like a wavin' flag

[Chorus]
When I get older, I will be stronger
They'll call me freedom just like a wavin' flag
And then it goes back, and then it goes back
And then it goes back, oh

[Verse 1]
Born to a throne, stronger than Rome
A violence prone, poor people zone
But it's my home, all I have known
Where I got grown, streets we would roam
Out of the darkness, I came the farthest
Among the hardest survival
Learn from these streets, it can be bleak
Accept no defeat, surrender, retreat

[Pre-Chorus]
So we struggling, fighting to eat
And we wondering when we'll be free
So we patiently wait for that fateful day
It's not far away, but for now we say
[Chorus]
When I get older I will be stronger
They'll call me freedom just like a wavin' flag
And then it goes back, and then it goes back
And then it goes back, oh

[Verse 2]
So many wars, settling scores
Bringing us promises, leaving us poor
I heard them say 'love is the way'
'Love is the answer,' that's what they say
But look how they treat us, make us believers
We fight their battles, then they deceive us
Try to control us, they couldn't hold us
Cause we just move forward like Buffalo Soldiers

[Pre-Chorus]
But we struggling, fighting to eat
And we wondering, when we'll be free
So we patiently wait for that faithful day
It's not far away but for now we say

[Chorus]
When I get older, I will be stronger
They'll call me freedom just like a wavin' flag
And then it goes back, and then it goes back
And then it goes back, oh
When I get older I will be stronger
They'll call me freedom just like a wavin' flag
And then it goes back, and then it goes back
And then it goes back, and then it goes
And then it goes
[Bridge]
And everybody will be singing it
And you and I will be singing it
And we all will be singing it

[Chorus]
When I get older, I will be stronger
They'll call me freedom just like a wavin' flag
And then it goes back, and then it goes back
And then it goes back, oh
When I get older, when I get older
I will be stronger just like a wavin' flag
Just like a wavin' flag, just like a wavin' flag
Flag, flag, just like a wavin' flag","rap","en",2010,17,20
"16","THE BLACK EYED PEAS","MEET ME HALFWAY","[Intro: Fergie]
Ooh, I can't go any further than this
Ooh, I want you so badly, it's my biggest wish

[Verse 1: apl.de.ap]
Cool, I spend my time just thinking
Thinking, thinking 'bout you
Every single day, yes, I'm really missing, missing you
And all those things we used to
Used to, used to, used to do
Hey girl, what's up, it used to, used to be just me and you

[Pre-Chorus: apl.de.ap]
I spend my time just thinking, thinking, thinking 'bout you
Every single day, yes, I'm really missing, missing you
And all those things we used to
Used to, used to, used to do
Hey girl, what's up yo, what's up, what's up

[Chorus: Fergie]
Can you meet me halfway? Right at the borderline
That's where I'm gonna wait for you
I'll be looking out, night and day
Took my heart to the limit, and this is where I'll stay
[Post-Chorus: Fergie]
(Ooh, Ooh,)
I can't go any further than this
(Ooh, Ooh,)
I want you so bad, it's my only wish

[Verse 2: will.i.am]
Girl, I travel 'round the world and even sail the seven seas
Across the universe and all the other galaxies
Just tell me where to go, just tell me where you wanna meet
I navigate myself, myself to take me where you be

[Pre-Chorus: will.i.am]
Cause girl I want, I, I, I want you right now
I travel uptown, town I travel downtown
Wanna have you around, 'round like every single day
I love you always, ways I'll meet you halfway

[Chorus: Fergie]
Can you meet me halfway? Right at the borderline
That's where I'm gonna wait for you
I'll be looking out, night and day
Took my heart to the limit, and this is where I'll stay

[Post-Chorus: Fergie]
(Ooh, Ooh,)
I can't go any further than this
(Ooh, Ooh,)
I want you so bad, it's my only wish
(Ooh, Ooh,)
I can't go any further than this
(Ooh, Ooh,)
I want you so bad, it's my only wish
[Bridge: Taboo]
Let's cross the bridge to the other side
Just you and I (Just you and I)
I will fly, fly the skies
For you and I (For you and I)
I will try until I die
For you and I (For you and I)
For, for, for you and I
For, for, for, for you and I
For, for you and I (For you and I)

[Breakdown: Fergie]
Can you meet me halfway?
Can you meet me halfway?
Can you meet me halfway?
Can you meet me halfway?

[Chorus: Fergie]
Meet me halfway
Right at the borderline
That's where I'm gonna wait for you
I'll be looking out, night and day
Took my heart to the limit, and this is where I'll stay

[Post-Chorus: Fergie]
(Ooh, Ooh,)
I can't go any further than this
(Ooh, Ooh,)
I want you so bad, it's my only wish
(Ooh, Ooh,)
I can't go any further than this
(Ooh, Ooh,)
I want you so bad, it's my only wish","pop","en",2010,18,38
"17","ENRIQUE IGLESIAS / PITBULL","I LIKE IT","[Intro: Enrique Iglesias & Pitbull]
Wooo
One love, one love
Enrique Iglesias, haha, Pitbull
Y'all know what time it is (Go, go, go)
We go set it off tonight, just go (We just go, go, go)
Set the club on fire, just go (We just go, go, go)
(We just, club is on fire) Enrique, holla at them like

[Verse 1: Enrique Iglesias]
Girl, please excuse me if I'm coming too strong
But tonight is the night we can really let it go
My girlfriend's out of town and I'm all alone
Your boyfriend's on vacation and he doesn't have to know

[Pre-Chorus: Enrique Iglesias]
No, oh-oh, oh-oh
No one can do the things I'm gonna wanna do to you
No, oh-oh, oh-oh
Shout it loud, scream it loud, let me hear you go
[Chorus: Enrique Iglesias]
Baby, I like it
The way you move on the floor
Baby, I like it
Come on and give me some more
Oh yes, I like it
Screaming like never before
Baby, I like it
I-I-I like it

[Refrain: Lionel Richie]
Party, Karamu, Fiesta, Forever

[Verse 2: Enrique Iglesias]
Girl, please excuse me if I'm misbehaving, oh
I'm tryna keep my hands off, but you're begging me for more
'Round, 'round, 'round, give a low, low, low
Let the time time pass cause we're never getting old

[Pre-Chorus: Enrique Iglesias]
No, oh-oh, oh-oh
No one can do it better, turn around, I'll give you more
No, oh-oh, oh-oh
Shout it loud, scream it loud, let me hear you, go!

[Chorus: Enrique Iglesias]
Baby, I like it
The way you move on the floor
Baby, I like it
Come on and give me some more
Oh yes, I like it
Screaming like never before
Baby, I like it
I-I-I like it
[Verse 3: Pitbull]
Go DJ, that's my DJ
I'm a Miami Boy, you know how we play
I ain't playing with you, but I wanna play with you
Give me, got me good, now watch me
It's a different species, get me in DC
Let's party on the White House lawn
Tiger Woods times Jesse James
Equals Pitbull all night long
Pick up Barack and Michelle and let them know that it's on
Pa' fuera, pa' la calle
Dale mamita, tirame ese baile
Dale mamita, tirame ese baile
I see you watching me, you see me watching you
I love the way you move, I like them things you do, like

[Bridge: Enrique Iglesias]
Don't stop, baby, don't stop, baby
Just keep on shaking along
I won't stop, baby, won't stop, baby
Until you get enough

[Refrain: Lionel Richie]
Party, Karamu, Fiesta, Forever

[Chorus: Enrique Iglesias]
Baby, I like it
The way you move on the floor
Baby, I like it
Come on and give me some more
Oh yes, I like it
Screaming like never before
Baby, I like it
I-I-I like it
Baby, I like it
The way you move on the floor
Baby, I like it
Come on and give me some more
Oh yes, I like it
Screaming like never before
Baby, I like it
I-I-I like it
[Outro: Lionel Richie & Enrique Iglesias]
Party, Karamu, Fiesta, Forever
Oh yes, I like it, oh yes, I like it
Party, Karamu, Fiesta, Forever
Oh yes, I like it","pop","en",2010,19,31
"18","LADY GAGA / BEYONCE","TELEPHONE","[Verse 1: Lady Gaga]
Hello, hello, baby, you called? I can't hear a thing
I have got no service in the club, you say, say? (Say)
Wha-wha-what did you say, huh? You're breakin' up on me
Sorry, I cannot hear you, I'm kinda busy (I'm kinda busy)
K-kinda busy (I'm kinda busy), k-kinda busy (I'm kinda busy)
Sorry, I cannot hear you, I'm kinda busy
Just a second, it's my favorite song they're gonna play (Play)
And I cannot text you with a drink in my hand, eh
You should've made some plans with me, you knew that I was free
And now you won't stop callin' me, I'm kinda busy

[Chorus: Lady Gaga]
Stop callin', stop callin', I don't wanna think anymore
I left my head and my heart on the dance floor
Stop callin', stop callin', I don't wanna talk anymore
I left my head and my heart on the dance floor

[Post-Chorus: Lady Gaga]
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh
Stop telephonin' me!
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (Stop telephonin' me)
I'm busy!
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (I'm busy)
Stop telephonin' me!
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (Stop telephonin' me)
[Refrain: Lady Gaga]
Can call all you want but there's no one home
And you're not gonna reach my telephone (No)
Out in the club and I'm sippin' that bub
And you're not gonna reach my telephone (No)
Can call all you want but there's no one home
And you're not gonna reach my telephone
Out in the club and I'm sippin' that bub
And you're not gonna reach my telephone

[Verse 2: Beyoncé]
Boy, the way you blowin' up my phone
Won't make me leave no faster
Put my coat on faster, leave my girls no faster
I should've left my phone at home 'cause this is a disaster
Callin' like a collector
Sorry, I cannot answer

[Bridge: Lady Gaga & Beyoncé, Both]
It's not that I don't like you, I'm just at a party
And I am sick and tired of my phone r-ringin'
Sometimes I feel like I live in Grand Central S-Station (Station)
Tonight I'm not takin' no calls, 'cause I'll be dancin'
('Cause tonight I'm dancin') 'Cause I'll be dancin'
('Cause tonight I'm dancin') 'Cause I'll be dancin'
('Cause tonight I'm dancin')
Tonight I'm not takin' no calls, 'cause I'll be dancin'
[Chorus: Lady Gaga]
Stop callin', stop callin', I don't wanna think anymore
I left my head and my heart on the dance floor
Stop callin', stop callin', I don't wanna talk anymore
I left my head and my heart on the dance floor
Stop callin', stop callin', I don't wanna think anymore
I left my head and my heart on the dance floor
Stop callin', stop callin', I don't wanna talk anymore
I left my head and my heart on the dance floor

[Post-Chorus: Lady Gaga & Beyoncé]
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (Stop telephonin' me)
Stop telephonin' me!
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (I'm busy)
I'm busy!
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (Stop telephonin' me)
Stop telephonin' me, eh, eh eh, eh, eh!
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh (I'm busy)

[Refrain: Lady Gaga]
Can call all you want but there's no one home
And you're not gonna reach my telephone
'Cause I'm out in the club and I'm sippin' that bub
And you're not gonna reach my telephone
Can call all you want but there's no one home
And you're not gonna reach my telephone
'Cause I'm out in the club and I'm sippin' that bub
And you're not gonna reach my telephone
[Outro: Lady Gaga]
(D-D-D-D-D-D-D-D-Darkchild)
My telephone, m-m-my telephone
'Cause I'm out in the club and I'm sippin' that bub
And you're not gonna reach my telephone
My telephone, m-m-my telephone
'Cause I'm out in the club and I'm sippin' that bub
And you're not gonna reach my telephone
We're sorry- We're sorry
The number you have reached is not in service at this time
Please check the number or try your call again","pop","en",2010,20,38
"19","MANUEL CARRASCO / MALU","QUE NADIE","Empezaron los problemas
Se engancho a la pena
Se aferro a la soledad
Ya no mira las estrellas
Mira sus ojeras
Cansada de pelear

Olvidandose de todo
Busca algun modo
De encontrar su libertad
El cerrojo que le aprieta
Le pone cadenas
Y nunca descansa en paz
Y tu dignidad se a quedado esperando a que vuelvas

Estribillo

Que nadie calle tu verdad
Que nadie te ahogue el corazon
Que nadie te haga mas llorar
Hundiendote en silencio
Que nadie te obligue a morir
Cortando tu alas al volar
Que vuelvan tus ganas de vivir
En el tunel del espanto
Todo se hace largo
Cuando se iluminara
Amarrado a su destino
Va sin ser testigo
De tu lento caminar

Tienen hambre sus latidos
Pero son sumisos
Y suenan a su compas
La alegria traicionera
Le cierra la puerta
O se sienta en su sofa
Y tu dignidad se a quedado esperando a que vuelva

Estribillo

Que nadie calle tu verdad
Que nadie te ahogue el corazon
Que nadie te haga mas llorar
Mintiendote en silencio
Que nadie te obligue a morir
Cortando tus alas al volar
Que vuelvan tus ganas de vivir

Que nadie calle tu verdad
Que nadie te ahogue el corazon
Que nadie te haga mas llorar
Hundiendote en silencio
Que nadie te obligue a morir
Cortando tus alas al volar
Que vuelvan tus ganas de vivir...
(Gracias a Maria por esta letra)","pop","es",2010,21,40
"20","DAVID DEMARIA / CHENOA","QUE YO NO QUIERO PROBLEMAS","Que yo no quiero problemas
Que los problemas amargan
Si estoy contigo a tu vera
Los problemitas se marchan

Perdona lo que dije y no quise decir
Pensaste que mentía y tal vez te mentí
Perdona las excusas
Por liarme con la musa
Y nunca tener tiempo para ti

Es cierto que viví sumido en el ayer
Jugando a ciegas con querer y no querer
Ahora que estas conmigo
Bajito y al oído
Te canto sin ningún miedo a perder

Perdóname tu
Si he cometido algún error
Y este torpe, distraído
Corazón
Perdóname tu
Por tener fuerzas pa' aguantarme
Por pintar de azul mi cielo
Por creer en el amor

Que yo no quiero problemas
Que los problemas amargan
Si estoy contigo a tu vera
Los problemitas se marchan

Que yo no quiero intereses
De conveniencias fingidas
Me he dado cuenta mi niña
Que esta la vida muy mala

Que esta la vida muy mala
Y si no llego a fin de mes
A mi me sobra con tus besos
Y con tu forma de querer

Perdóname
Si en silencio fui creando una enemiga
Por tenerte y no entender que eras amiga
Quizás no es tarde para perdonar

Perdona si en secreto no conté contigo
Quizás me he acostumbrado a portarme como un niño
Quizás aún no sea tarde
Se arregle el desafio
El tiempo de cambiar nuestro destino
Perdóname tu
Por no callar para escucharte
Por vivir pensando en mi
Y no en los dos

Perdóname tu
Que tienes fuerzas pa' guiarme
Por llenar este universo
Con satélites de amor

Que yo no quiero problemas
Que los problemas amargan
Si estoy contigo a tu vera
Los problemitas se marchan

Que yo no quiero intereses
De conveniencias fingidas
Me he dado cuenta mi niña
Que esta la vida muy mala

Que esta la vida muy mala
Y si no llego a fin de mes
A mi me sobra con tus besos
Y con tu forma de querer

Que yo no quiero problemas
Que los problemas amargan
Si estoy contigo a tu vera
Los problemitas se marchan
Que yo no quiero intereses
De conveniencias fingidas
Me he dado cuenta mi niña
Que esta la vida muy mala

Que yo no quiero problemas
Que los problemas amargan
Si estoy contigo a tu vera
Los problemitas se marchan

Que yo no quiero intereses
De conveniencias fingidas
Me he dado cuenta mi niña
Que yo sin ti no soy nada","pop","es",2010,22,51
